Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
C-1_R1_val_1	0.00032604663464977433	0.001181919050605432	0.004536373330050687	0.009228284212855221	0.013575018173772876	0.01965262725383895	0.02525031564973941	0.033092901665333095	0.04909330756012317	0.062483676874477034	0.07221433906521099	0.08892506084263092	0.10314219126627529	0.13350861112451157	0.18206211188390078	0.20556159037563568	0.22552362923174432	0.25355698579867286	0.29131019178528833	0.3244405222734766	0.3514133955261744	0.39605766367624234	0.4267767462209365	0.47955304995001174	0.6186668352349948	0.80669926024011	0.9152902563624841	0.9553091537592678	1.0359424827120427	1.1535072470518564	1.3405731766756883	1.629037946172362	1.9386874294050813	2.2344707813973756	2.5182727513179106	2.7847360269886763	3.09763183679037	3.443766104790723	3.783030936169717	4.078058225940337	4.310315716279542	4.543404958237751	4.711277387501435	4.720269454254493	4.606742012273327	4.447316020700634	4.256439836910142	4.026996994049649	3.7426327600346676	3.4189191886762007	3.1048031992494276	2.803769831037976	2.5018148820326678	2.176201589976395	1.8409333251267173	1.5333415953994154	1.2743058616863598	1.065416433083087	0.8995360489469193	0.7605395406402159	0.6456496895071206	0.5377232629283313	0.44257170946583246	0.36200991115229203	0.2909991166797806	0.2264027906930321	0.16562753164399033	0.1271398889777939	0.09642080643309972	0.07019151912779198	0.051831433889886064	0.04009874555220822	0.030437118745851637	0.02315097456337199	0.017279639884819037	0.012022969652710429	0.008615283269648884	0.00636705864347965	0.0045729704012868865	0.003156497394122178	0.0021193031252235333	0.0013424471130733056	0.0009174220357619926	0.0006720553081556573	0.0004932287100696842	0.0003692977188380097	0.00027031927617647105	0.00017134083351493244	9.066092647149338e-05	5.323210361628969e-05	3.742882285520369e-05	2.6616051808144845e-05	1.8298535618099583e-05	1.1644522666063369e-05	6.654012952036211e-06	3.3270064760181056e-06	1.6635032380090528e-06	1.6635032380090528e-06	8.317516190045264e-07	0.0	0.0
C-1_R2_val_2	0.0002827864337965852	0.0010745884484270238	0.004255104103833323	0.008732278730677494	0.01312461742738269	0.01914880019205524	0.024524237608606208	0.031519043221045276	0.047347597990406484	0.06111098006824734	0.07021503978688681	0.08747416122133664	0.10376349153282524	0.1350729401029389	0.18422371747120128	0.20852006248315963	0.22762311781092426	0.2538108050300986	0.2889270580339975	0.3233596332479529	0.3517904822669784	0.3942566873751727	0.4212985559693737	0.4743035460853225	0.6118392233367076	0.7983352129759449	0.9116452418238209	0.954781817125074	1.0385315146683485	1.1555418871749332	1.34199213194988	1.638990247494354	1.946483898356708	2.232372665677003	2.5160972850539487	2.7849290400674773	3.104296394250067	3.4516612688281287	3.7778745498830113	4.065253768054375	4.3068282377491345	4.54439628905684	4.716863576405352	4.725985102344902	4.597763079463088	4.4380552823524395	4.252768620580086	4.0210276332582	3.7349417471590525	3.4178242085747566	3.1131334703062103	2.8072708317870183	2.504513021965952	2.1855008142752186	1.844319813624444	1.533935919063728	1.275840067836806	1.0661747202967702	0.9011455478819146	0.7600060070492336	0.6447289490368611	0.5376560245038104	0.44382665404529814	0.36507978120580736	0.2927238817701193	0.2277004682178157	0.16720995485431026	0.12802573582776697	0.09801960002753342	0.07148924218858202	0.05276628509683223	0.04082105344334236	0.031171382252436527	0.02366922450877418	0.017498658178371637	0.01232033954067299	0.008842066404974992	0.006506583151737312	0.004799052126489107	0.003351850965294819	0.0022714404432308062	0.00150459017275889	0.001009713913614866	0.0007161150573495878	0.000504856956807433	0.0003875837592623785	0.0002886085074335737	0.00017798910833079185	9.232145338653223e-05	5.323038753818075e-05	3.493244182193111e-05	2.412001935323815e-05	1.6634496105681482e-05	1.1644147273977038e-05	9.148972858124815e-06	5.822073636988519e-06	2.4951744158522226e-06	1.6634496105681484e-06	8.317248052840742e-07	0.0	0.0
C-2_R1_val_1	0.00042370892780962423	0.0010915110422921842	0.004080501196079642	0.008213198419498151	0.011968242033347213	0.01734443284925049	0.022092736159812693	0.028730842695496802	0.04400892693303804	0.05668028015818528	0.06631351755675555	0.0825695097182632	0.0972841838959996	0.13288340971838142	0.18754646693764696	0.2221017722132514	0.2601695630933067	0.3003942780442769	0.3474228986765958	0.3830727853490418	0.41579662413596197	0.47458470269227265	0.5064012517098613	0.5596887900910202	0.69771350850228	0.8814941855851551	0.9938046846456497	1.0320229228986229	1.1032106283024639	1.2108449773843057	1.4009874290934239	1.6840311335793514	1.9858224229435804	2.286313417156162	2.5802031490876507	2.866424670532151	3.184424361562373	3.5106633490257617	3.81789530665143	4.1050916656653476	4.332281015366863	4.5396159173750394	4.680668005371954	4.673461883244641	4.552053923654436	4.37812601432041	4.162825077433958	3.9095469251266564	3.6200032800597652	3.304043839627583	3.0087739833261633	2.7104629408436174	2.3958759488949926	2.082474113802415	1.7652972777914178	1.4701732633310918	1.2206916044240554	1.0204031661066264	0.8596394019029168	0.7245269147817108	0.609433139322235	0.502684587527879	0.41751755786086986	0.34520763786924336	0.2779776194795083	0.21784012009876041	0.16191975269153805	0.12373682351588233	0.09377630382337282	0.0685026803504386	0.050881915591747054	0.038878364481082374	0.029163762686954465	0.021431074754428823	0.016068700533997598	0.011773274519463799	0.008748975288358872	0.006504546112787602	0.004573293101249531	0.0031854928449455452	0.0021661351345629706	0.0015382476292218968	0.0011375663605323607	0.0007967570055550543	0.0005572693507061363	0.0003883998504921556	0.0002763319094410593	0.00021338964117948467	0.0001458418410938924	8.59699273816629e-05	5.680155916288442e-05	3.223872276812358e-05	1.5351772746725518e-05	1.0746240922707862e-05	3.0703545493451033e-06	0.0	0.0	0.0	0.0	1.5351772746725516e-06	1.2281418197380413e-05
C-2_R2_val_2	0.00028253097760232604	0.0010733106160001407	0.0038356651198402742	0.007855589572899457	0.011924649848150348	0.01684898052842567	0.02103166739249489	0.027626616027288317	0.04223223917377378	0.05535457468784703	0.06444163080442619	0.08057199993329812	0.10018640595445091	0.13959333535220142	0.19769490959945368	0.2333076322273382	0.2664174989123325	0.30607010742104157	0.3516835053593823	0.38756033303154724	0.4189965107731365	0.4726328671787172	0.5036667453761118	0.5554958248217038	0.6938300547302426	0.8779665483936716	0.9903785611071971	1.0290392402054112	1.099429376483921	1.210500902548279	1.405009661177489	1.6935643834816299	1.9882011992764383	2.279163576867973	2.5760852083946952	2.861132861389903	3.179003243609172	3.508334556354657	3.815200049897428	4.100332155087027	4.340415924293491	4.5493322272859755	4.6786607822834405	4.670660856232852	4.551460422584654	4.378763362525232	4.164236362836231	3.9148060389522383	3.6229807134834626	3.302833193004496	3.0076589541544663	2.706147729736149	2.3920454508812066	2.081021838385463	1.762222482027882	1.4689200109044673	1.2231073119293394	1.022307632565147	0.8579651977727593	0.7218958221683693	0.6082062780778594	0.5020099468715852	0.41732282182973146	0.34429470609730406	0.2757364146898788	0.2165108585099912	0.16058200890027857	0.12324799700124077	0.09434538509141151	0.0685060845963466	0.05086785992396662	0.03902305578687779	0.02918360739298809	0.02132034034787118	0.015999852101175202	0.011680506231635295	0.008724679427915308	0.006519709407062372	0.004535850586072125	0.0030970922925211497	0.0021389437597828273	0.001540100926821375	0.0011731177548270494	0.0008138120550501783	0.0005466360218827612	0.0003761961386552711	0.0002472146054020353	0.00017197537767098107	0.00011516208326181768	6.909724995709061e-05	4.452933886123617e-05	2.3032416652363536e-05	9.212966660945414e-06	6.14197777396361e-06	3.070988886981805e-06	1.5354944434909024e-06	0.0	0.0	3.070988886981805e-06	3.070988886981805e-06	0.0
C-3_R1_val_1	0.0004032818332703957	0.0013942408117341642	0.0054602237688847	0.01105177945057785	0.016075556761745578	0.023463308503465424	0.030242157740346092	0.03959325524930339	0.05949600967218413	0.07621496014819334	0.08783451796929662	0.10737511469322072	0.1255705542495916	0.16389559426005781	0.22167765614084278	0.2481244542595224	0.2714232662257328	0.30599672391880206	0.3536144916991996	0.39296232872759834	0.42441300538277776	0.4797276192047372	0.5126242734857874	0.570642467492632	0.7322085785315622	0.9542563518812288	1.077514668514405	1.1066358619484569	1.179506501367457	1.2896196874549875	1.479184701036697	1.775990844228863	2.086769906992862	2.381335448157417	2.6489301901370372	2.8853342661171384	3.171279658095539	3.492780180650628	3.805948422959758	4.082288013113452	4.294341295239898	4.499611748374529	4.642343005897758	4.627393719782218	4.490874859710322	4.3151991908468394	4.116240629036881	3.8756511774516214	3.579904975656768	3.2608917999351728	2.9551524335020756	2.652188282842669	2.3525087565884513	2.0364273336679335	1.715961547395578	1.4304725006495622	1.181115648945605	0.9732105980449374	0.8159718072037969	0.6883928032977205	0.5846883492382471	0.4865330001411752	0.396241646792876	0.32273424658450134	0.26020699023789995	0.20038198749120573	0.14402600446162367	0.10947509871317808	0.0824790944136631	0.05946151846275969	0.043595562127516495	0.033667400153188726	0.025372264286610487	0.019320383617598826	0.014774176898461834	0.01034736282733252	0.007239174224199175	0.005161742148865493	0.003705151843171761	0.0025762280270102255	0.001733846566067129	0.0010798401719805991	0.0007123761331125082	0.0005213478963002155	0.00038868939851390114	0.0003051145449085231	0.000212253596458103	0.0001273521578748618	7.428875876033605e-05	4.9083644180936327e-05	3.449120942444174e-05	1.989877466794716e-05	1.5919019734357724e-05	1.3265849778631437e-05	7.959509867178862e-06	2.6531699557262874e-06	0.0	0.0	0.0	0.0	0.0
C-3_R2_val_2	0.00035016665810703724	0.001270680524494476	0.0051132290416766235	0.010677430294551704	0.01604532599666981	0.022439846673692636	0.028745499297332243	0.03807266573600151	0.05705329027203068	0.07449397734570277	0.08582399095763578	0.10634720573373498	0.12673910801304403	0.16628937093514873	0.22748629999477932	0.25316518825596207	0.27324671554285807	0.3071969647129631	0.35106064419629535	0.3909730112762153	0.4249073437800427	0.47598392586483734	0.5059815362426736	0.5641967431529684	0.7247004058962123	0.9465694490838579	1.0706425154954051	1.1050198618772922	1.1823125197101385	1.2908190865022002	1.4829544706944464	1.7861974702262842	2.095106802952945	2.383677288954555	2.645588685330054	2.8819007767757587	3.174311158516838	3.5013363102451125	3.808807837451364	4.0775063656054	4.298538457424615	4.506632952337862	4.6413237615454195	4.629044053512256	4.489246647207304	4.306183762793285	4.110912795344354	3.8682446484984636	3.5672313086343457	3.2545736009993123	2.9572144624347576	2.6503875602127485	2.3471021162375036	2.0378267001864585	1.718299624663787	1.4277926109317363	1.182735637755351	0.9791866774532145	0.821367625755458	0.6917091358693322	0.586055631507529	0.4889825366582046	0.40071003187153253	0.3256602975949705	0.2607574380703737	0.20174241867962975	0.14633915614504286	0.11150022644110556	0.08442199793635116	0.06084013045724126	0.04487438779195941	0.03462007554262037	0.02619750630406096	0.0198666522921485	0.015043902410037942	0.010680083072264635	0.007488791483607319	0.005332083202993522	0.0038916249048713916	0.002723076322324801	0.0018105207890761585	0.00116191663826426	0.0007998124804490283	0.0005875902634144602	0.0004164861009303398	0.00029976388156132734	0.00020559027275223778	0.00012335416365134267	7.029860939270066e-05	4.5097221119845706e-05	3.3159721411651254e-05	1.8569443990524702e-05	1.459027742112655e-05	1.0611110851728401e-05	5.305555425864201e-06	2.6527777129321003e-06	1.3263888564660502e-06	0.0	0.0	0.0	0.0
O-1_R1_val_1	0.00023885663447295632	0.0009279717523202211	0.004147045360590811	0.008268008674888597	0.011736920831860785	0.01738574296321834	0.02353973314909342	0.03283043258652427	0.050813317135925004	0.0664543084760679	0.0782530025754648	0.09650631676274583	0.11365183035221264	0.1479112845277389	0.19718164271453975	0.22414361488513365	0.2510438137881914	0.28304236637189606	0.32361093027177695	0.3602397324421327	0.395715433618481	0.44872513360013433	0.4875407094412683	0.5559552896071488	0.6980598869864933	0.8727162508788106	0.990668873390815	1.04168535593997	1.1080463181450944	1.2123443030530614	1.389971274744226	1.6494464531814572	1.922692952061405	2.1706069202944334	2.3765438941277575	2.541736593433543	2.752409517777969	3.013250571797387	3.25292261340182	3.4673129157126414	3.719319019735118	4.003255039377369	4.222861750946795	4.323888498153906	4.313893583466563	4.274848760165907	4.199379672847402	4.042902495221323	3.811834783415031	3.5512325860300855	3.2794631546138904	3.067782639638986	2.863711218485252	2.570260742903161	2.2109997735666562	1.812868318817874	1.4777620698272662	1.2354118138903232	1.0659897048672324	0.9383167155236014	0.8221747361200444	0.7062386676082744	0.6079011166479025	0.5095168925520589	0.4208969629447563	0.33410552205652266	0.2391984465533228	0.18238076781288795	0.1403255272743047	0.10351552351917637	0.07619252091831591	0.05829474620418715	0.044556371504156415	0.034034324933839115	0.02623442035294637	0.018998711615550088	0.014217460708255221	0.010759530465511676	0.007581639035598493	0.0052685733511908415	0.0036542319595805153	0.002352875123486478	0.0016157141308889057	0.001229974393607867	0.000901889706027197	0.0006232236324754147	0.0003829942587238782	0.00022101102385141362	0.00011531009940073754	6.589148537185002e-05	5.0791353307467716e-05	4.255491763598647e-05	3.1573003407344804e-05	1.098191422864167e-05	8.236435671481253e-06	1.2354653507221879e-05	1.098191422864167e-05	1.098191422864167e-05	5.490957114320835e-06	0.0	0.0
O-1_R2_val_2	0.00020590427205653767	0.0009279419194014631	0.003941007767162131	0.007924569083882614	0.011796942093692567	0.01716418011863298	0.023031079177097263	0.031974188060086214	0.04826258867490539	0.06346793281870718	0.0761516359773899	0.09500697651718058	0.11410391140285092	0.1500795058165692	0.20144164013349897	0.23008704246200454	0.25321695568968894	0.2841067145836107	0.3245518043961029	0.3608842995480525	0.396487893576922	0.4476798136956183	0.48405348970197926	0.5497493067443382	0.6907882423224783	0.86447673197305	0.9821839681368905	1.0342804943574886	1.106798606280654	1.2136519419168208	1.3933583270920318	1.6558794104883818	1.9175535409790063	2.1587841226447106	2.3687556904219385	2.5356685568267032	2.753513903967373	3.020236807208824	3.2537775506607898	3.46618565232402	3.717837735546079	4.004542962043043	4.226444623343227	4.331063211280007	4.326378202743148	4.278145813361476	4.18837017804968	4.024333107977971	3.7964190419337367	3.5507395552964636	3.286185510387342	3.0613915804123377	2.8551317803127154	2.5766476250513954	2.2191868272000694	1.8162651114689545	1.4832396599301516	1.2448725203411801	1.0752870164851216	0.9419708638042485	0.8240083063430582	0.7064397123890693	0.6111417245007155	0.5150091379629591	0.41981822029607474	0.3328044476201289	0.24270485625362917	0.18578330659117281	0.14385296062957947	0.10679293704969679	0.07876662023250793	0.05993461551021699	0.045699766835375015	0.03447935670344076	0.026261030858090815	0.019290484901403494	0.01428701109042963	0.010771538818851008	0.007813380776972084	0.00557176960184991	0.0038737457049569956	0.002521640985119065	0.0017817583008625727	0.0013521047198379308	0.0009622592980775528	0.0006232035967577874	0.00039533620234855234	0.00023747626043854012	0.00012216986808687903	7.412553794035356e-05	5.216241558765622e-05	3.9808159264263957e-05	3.019929323495886e-05	1.0981561176348677e-05	8.236170882261507e-06	1.235425632339226e-05	1.0981561176348677e-05	1.0981561176348677e-05	5.490780588174338e-06	0.0	0.0
O-2_R1_val_1	4.9333220415073275e-05	0.0001233330510376832	0.0006810725151747616	0.0015759223188148406	0.0021843653706007443	0.0029764376317094206	0.003957620571075878	0.005511617014150686	0.00853738786627518	0.011154789282741568	0.013339154653342313	0.016743146861982368	0.019327659464838706	0.025634089474565573	0.03536780793590628	0.04120831308615745	0.05001018182854678	0.059860381504756414	0.06995039544687265	0.07935522577211286	0.09317126822280088	0.11363359175718626	0.13431106294727072	0.16945413065684167	0.2286279581774883	0.30635381730867	0.3842153427959931	0.46093809311206835	0.5667414064955955	0.7127142946020961	0.9007464938469141	1.1603269367331597	1.4658119412156307	1.7760685644060266	2.144046425849292	2.551386715714851	2.963023106858222	3.3868831737266616	3.7915813955655464	4.146115954445704	4.4732596130576265	4.769653601311387	4.993159126769109	5.064397667415709	5.012403193832689	4.910372501443682	4.733571832046696	4.51459811103099	4.236316266505731	3.9023413272335548	3.592780850597905	3.299009745229546	2.974934338853995	2.618046859433485	2.233543739518404	1.8637446600214818	1.5495153422204389	1.2941501489452147	1.0947384201913197	0.9368529297218128	0.7975263226990095	0.6628617050054307	0.5585877214547709	0.46537534221495747	0.37304136837197904	0.2928324038132387	0.21421169487841693	0.16361636624105802	0.12721393104366893	0.09548033701167306	0.07120839256745702	0.054044542964712776	0.041223387125728726	0.03080996651644701	0.022774133057725073	0.01611140756722268	0.011733084255384926	0.008834757555999372	0.006369466902479461	0.004386545515240265	0.003066881869137055	0.0020788470936018376	0.0013689968665182833	0.0010401087304177947	0.0008605906227962781	0.0006755910462397535	0.0004960729386182368	0.0004001472322555943	0.00027681418121791113	0.00017540700592026052	0.00010003680806389858	3.974064977880903e-05	3.014807914254478e-05	2.877771190879274e-05	1.9185141272528496e-05	9.592570636264248e-06	0.0	0.0	0.0	0.0	0.0
