Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
C-1_R1_val_1	34.51046152040845	34.53291659618239	34.66582000636283	34.69998975145478	34.7321853686085	34.697078605460995	34.666743332882824	34.683100983825874	34.62883244750694	34.674370567556856	34.68894532780274	34.67943287844988	34.677636884717856	34.678040362558306	34.688219008638626	34.68792898298168	34.67896791562613	34.65216731141328	34.63582371819291	34.61044476400641	34.621570839122896	34.609482156289225	34.572432852590815	34.55364150914595	34.521542753231245	34.4737359469642	34.42318668569743	34.40151739838495	34.36985611014821	34.311464974694466	34.257639490354066	34.161643130032886	34.06171002989571	33.96888610173943	33.907908924912135	33.77433618233186	33.7242712750834	34.69222627545955
C-1_R2_val_2	34.46089693613307	34.688909948108886	34.67504796728952	34.702742247977035	34.45854065158611	34.70294597419642	34.64564011911751	34.69994302789286	34.75164850875433	34.68384479229328	34.70108724962633	34.69142100914049	34.707488500751246	34.700280117297446	34.69845993291941	34.68942069066732	34.66591767314554	34.64974482681248	34.62597392798883	34.59755075752097	34.5756531461277	34.56515172026134	34.561871560532566	34.53190850675467	34.496127380405945	34.45771445319757	34.41845275933788	34.375400140950475	34.32329135540338	34.27875640529279	34.22597174986924	34.158656870082964	34.070391145380306	33.99072697543359	33.896868687862096	33.780576697674846	33.753898789283994	34.69473949555219
C-2_R1_val_1	34.5157355245072	34.6511600340885	34.725465294450984	34.76365867909723	34.76440616424815	34.76702331701273	34.73631227488418	34.76829509932343	34.75210633207612	34.77134954338631	34.77317094540347	34.773542767212476	34.76835319052817	34.76997231899304	34.765097556951005	34.774405306699066	34.77140094708886	34.77481528951422	34.7746112489084	34.7657064412277	34.75598121639666	34.7407308066172	34.72194506363716	34.70600456943137	34.68659389962405	34.67123716318848	34.66141491843353	34.65008885571774	34.631513827914304	34.60238479085273	34.59100921528197	34.56428994036992	34.54214941499885	34.50710272919731	34.47082324038895	34.435501931850546	34.419803614730554	34.83814786335713
C-2_R2_val_2	34.21900297760247	34.41246201985206	34.67947843338628	34.73738484777536	34.51295118271275	34.7002831674687	34.66913368101405	34.706511867667075	34.72375690384571	34.630790344001795	34.630213837449816	34.623235904886975	34.644684682777424	34.64074091027569	34.63355643235623	34.62840727527436	34.61885430665956	34.609895749949445	34.5938411112743	34.57440824710572	34.55424597594133	34.535705957870285	34.51388912079978	34.485691033377854	34.46533743564919	34.43664537865081	34.404489100479125	34.3618328330165	34.32912020317726	34.28483873339151	34.25343441061066	34.1846658975747	34.12643461708743	34.08429087656003	33.99923951180737	33.94695499844009	33.94039035375468	34.72681959167894
C-3_R1_val_1	34.53337163312339	34.5547432893736	34.68173807972485	34.71460265418268	34.74676195079473	34.7137572904081	34.68500299730287	34.700462647933016	34.64599557055038	34.69042082963332	34.70504151250163	34.69648787214074	34.69497224359814	34.69545199696781	34.70582830132575	34.70574450893075	34.697771259038355	34.67221997825756	34.65796727669798	34.63479218691657	34.64537457769909	34.63461326368346	34.599326737038936	34.58214766636497	34.55143218706101	34.50555917508148	34.457380895952895	34.43655924374572	34.406494537957336	34.35102137264079	34.29898249078861	34.20577720683513	34.11010550126694	34.02046997073776	33.9599505558642	33.83135188885116	33.778975817552315	34.70183516666117
C-3_R2_val_2	34.38474738866368	34.63657391855967	34.62465833352129	34.652290403430314	34.3730567782543	34.65127059473192	34.58708714889571	34.64630010386896	34.708184568571326	34.62917468338909	34.6469383139201	34.635177009539724	34.64971384482472	34.637227592861066	34.63142822776421	34.61820837641129	34.58953207518562	34.56591514373258	34.533240047345245	34.49590244368822	34.4687114192999	34.45202278908671	34.445550907579744	34.406192222376106	34.35928030648432	34.30752229998968	34.256637210655704	34.20057497010636	34.133096388872254	34.074553247094634	34.00687991201763	33.92432944943221	33.81212319442142	33.71023226729174	33.596500927936674	33.45383370368381	33.42555909482482	34.620792263483445
O-1_R1_val_1	34.56005946162044	34.61028673418586	34.710719508192334	34.75287654371939	34.7804307501736	34.75450293487982	34.73255720066204	34.74689887797661	34.7029575597703	34.73491359593491	34.74829253513926	34.74415072165152	34.74354098697618	34.74400380188522	34.7517569217433	34.75115683357436	34.744840050796896	34.72252155946826	34.707212847447906	34.68678363855016	34.69309498957247	34.68137547867313	34.65006501640808	34.63254707319214	34.60293398650579	34.561053240600806	34.51732972347675	34.49500732047905	34.46468930371034	34.41501888301891	34.36430937169639	34.281899259792425	34.188310699607634	34.103943585932996	34.04157975146114	33.916372857744506	33.85610167280525	34.715168512311145
O-1_R2_val_2	34.266690678204775	34.56724640819685	34.544031471686296	34.579335723658104	34.2649965659612	34.58085468347583	34.50956127081105	34.57467575352252	34.65025414396566	34.5518465728503	34.570600639887935	34.55321949120018	34.566019556806545	34.550764224725505	34.542001583601625	34.52487799065134	34.48934504089304	34.45313406076676	34.406619978253104	34.35048350328044	34.30892230267685	34.278550039821944	34.26304594744047	34.20542263004747	34.140099379502566	34.06359675055572	33.990840743715104	33.909290448069896	33.816942886448544	33.731095788278225	33.63799037877206	33.52656598399052	33.367036111865595	33.228823422527554	33.07083256952772	32.879638787402584	32.86294294659354	34.493350592274254
O-2_R1_val_1	34.69603273587373	34.730886004083736	34.79796539259402	34.82851060740292	34.84450320759021	34.82860618182013	34.818741133871775	34.826705796257755	34.8012319424042	34.817242314003515	34.826639430162075	34.82371607674853	34.82366388385851	34.8238500223587	34.82817523427124	34.826965168886055	34.82300500214067	34.80544357573892	34.79227613166645	34.77757907930596	34.78137257816504	34.772145721063474	34.75189310470776	34.7378705474445	34.71630609886279	34.682220131703524	34.65251131896035	34.6361011360051	34.61356552019643	34.578121432681336	34.53820908233942	34.4768653817476	34.40622818836563	34.343757768838536	34.291700974452915	34.1972077590994	34.13816745579702	34.77562404006758
O-2_R2_val_2	34.08907048414881	34.43316626488982	34.403869677982435	34.43858007183604	33.996166999483286	34.421390320281496	34.33197613716328	34.411048583615674	34.5196207039108	34.39842239562672	34.420089665927385	34.38840572041913	34.39456869322719	34.36994438001329	34.35988259188957	34.33588394510676	34.290402720986116	34.23793610268949	34.17118635459176	34.09013472732762	34.03653926974261	33.99218654317695	33.97121457508366	33.896665485596856	33.811936399141814	33.708141056642766	33.61119707403009	33.50656373422365	33.387751649497794	33.275622723846524	33.14867399702439	33.004139152040025	32.79514564600798	32.61864558021158	32.41719756059639	32.178176494570984	32.1631234293018	34.33162673128474
O-3_R1_val_1	34.606923350309096	34.691446386830286	34.78594416015089	34.82284553805148	34.83797239213332	34.83224657203733	34.803181427654984	34.82233824636127	34.80076849017288	34.81651628825813	34.82518130283184	34.81570836955568	34.805159825600526	34.8163162253213	34.814996886016594	34.79038037041459	34.80198153835291	34.78994783375161	34.77789311689592	34.76385219384461	34.72592474263211	34.7285542860246	34.66702572246337	34.66758280071995	34.62091231404427	34.57445804335331	34.55351685796923	34.51130072338143	34.44481327765253	34.371486290596025	34.3233976983668	34.246397760404975	34.14793791209491	34.04115567384882	33.92175091848221	33.794311067446515	33.70185169401494	34.619765135817715
O-3_R2_val_2	34.564261598065556	34.736910753588596	34.69312708121904	34.73601955165795	34.36563415972396	34.71644459400899	34.67215432754506	34.72220045723221	34.770042928187344	34.636377074173325	34.66954636087043	34.63669421001269	34.66374295575293	34.64728787561037	34.644607675735536	34.61253627948305	34.59661354036157	34.573805557845276	34.54505844855991	34.48017501380536	34.407213291672164	34.40039849120602	34.32850973681544	34.274550119013135	34.22056865796463	34.108340423243405	34.053843912128386	33.960461378076936	33.83443318418796	33.76746598992408	33.64186445011059	33.51735915362532	33.337342800448994	33.08460283388055	32.968036174847036	32.70525615206617	32.728201987091325	34.39198652463465
